ID-LB|Leikaschlüssel|Name|Name2|Updatedatum|ID-OD|Bezeichnung OD|Links
B100019.LB.102703391|99007017017002|Berufsausbildung in außerbetrieblichen Einrichtungen (BaE) Bewilligung SGB III|Unterstützung für die Teilnahme an einer außerbetrieblichen Berufsausbildung bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102703391|99007017017002|Berufsausbildung in außerbetrieblichen Einrichtungen (BaE) Bewilligung SGB III|Unterstützung für die Teilnahme an einer außerbetrieblichen Berufsausbildung bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.105435567|Außerbetriebliche Berufsausbildung (BaE)|https://www.arbeitsagentur.de/bildung/ausbildung/ausbildung-vorbereiten-unterstuetzen/ausserbetriebliche-berufsausbildung
B100019.LB.102703394|99007018017001|Einstiegsqualifizierung Bewilligung SGB II|Zuschuss des Jobcenters zur Praktikumsvergütung für junge Menschen beantragen, die im Rahmen einer Einstiegsqualifizierung auf eine betriebliche Berufsausbildung vorbereitet werden sollen|20.01.2025 00:48|B100019.OD.105136991|Einstiegsqualifizierung (EQ)|https://www.arbeitsagentur.de/unternehmen/ausbildungsbetriebe/einstiegsqualifizierung-arbeitgeber
B100019.LB.102703395|99007018017002|Einstiegsqualifizierung Bewilligung SGB III|Zuschuss der Agentur für Arbeit zur Praktikumsvergütung für junge Menschen beantragen, die im Rahmen einer Einstiegsqualifizierung auf eine betriebliche Berufsausbildung vorbereitet werden sollen|20.01.2025 00:48|B100019.OD.105136991|Einstiegsqualifizierung (EQ)|https://www.arbeitsagentur.de/unternehmen/ausbildungsbetriebe/einstiegsqualifizierung-arbeitgeber
B100019.LB.102703397|99007019017000|Assistierte Ausbildung (AsA) Bewilligung|Unterstützung für eine erfolgreiche Ausbildung/ Einstiegsqualifizierung beantragen (Assistierte Ausbildung)|20.01.2025 00:48|B100019.OD.104065519|Assistierte Ausbildung: Terminanfrage und Dokumentenupload|https://www.arbeitsagentur.de/bildung/ausbildung/assistierte-ausbildung-upload
B100019.LB.102711702|99154001000000|Dokumente, die von Unionsbürgern, ihren Familienmitgliedern, die keine Unionsbürger sind, allein reisenden Minderjährigen und Nicht-Unionsbürgern bei grenzüberschreitenden Reisen innerhalb der Union verlangt werden (Personalausweis, Visum, Pass)|Reisedokumente|20.01.2025 00:48|||
B100019.LB.102711706|99155001000000|02. Produktinfostellen|Produktinfostellen|20.01.2025 00:48|||
B100019.LB.102711772|99007020078000|Berufsorientierungsmaßnahme (BOM) Angebot|Berufsorientierungsmaßnahme für Schülerinnen und Schüler durchführen|20.01.2025 00:48|||
B100019.LB.102711774|99007021078000|Berufseinstiegsbegleitung Angebot|Berufseinstiegsbegleitung für Schülerinnen und Schüler|20.01.2025 00:48|B100019.OD.104065520|Berufseinstiegsbegleitung: Upload-Service|https://www.arbeitsagentur.de/bildung/ausbildung/berufseinstiegsbegleitung-upload
B100019.LB.102711776|99007022017000|Förderung von Jugendwohnheimen Bewilligung|Förderung von Jugendwohnheimen beantragen|20.01.2025 00:48|||
B100019.LB.102711778|99007023001000|Berufsberatung Erteilung|Berufsberatung der Bundesagentur für Arbeit in Anspruch nehmen|20.01.2025 00:48|B100019.OD.104081696|eServices-Portal der Bundesagentur für Arbeit: Zur Berufsberatung anmelden|https://www.arbeitsagentur.de/bildung/berufsberatung
B100019.LB.102711780|99007024079000|Erstattung von Beitragsaufwendungen Auszahlung|Als Maßnahmeträger Sozialversicherungsbeiträge erstattet bekommen, die für die Zeit der Durchführung einer Reha-Maßnahme abgeführt wurden|20.01.2025 00:48|B100019.OD.105677917|eServices-Portal der Bundesagentur für Arbeit: Online-Antrag auf Erstattung der Sozialversicherungsbeiträge|https://www.arbeitsagentur.de/eservices
B100019.LB.102711783|99007025017001|Berufliche Weiterbildungsförderung Bewilligung SGB II|Förderung für berufliche Weiterbildung beim Jobcenter beantragen|20.01.2025 00:48|B100019.OD.104219493|Förderung der beruflichen Weiterbildung|https://www.arbeitsagentur.de/karriere-und-weiterbildung/bildungsgutschein
B100019.LB.102711784|99007025017002|Berufliche Weiterbildungsförderung Bewilligung SGB III|Förderung für berufliche Weiterbildung bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.104219493|Förderung der beruflichen Weiterbildung|https://www.arbeitsagentur.de/karriere-und-weiterbildung/bildungsgutschein
B100019.LB.102711788|99007027017001|Zuschüsse zur Ausbildungsvergütung für Menschen mit Behinderungen und schwerbehinderte Menschen inkl. Eingliederungszuschuss im Anschluss an eine Aus- oder Weiterbildung Bewilligung SGB II|Zuschüsse für die Ausbildung und Beschäftigung von Menschen mit Behinderungen beim Jobcenter beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102711789|99007027017002|Zuschüsse zur Ausbildungsvergütung für Menschen mit Behinderungen und schwerbehinderte Menschen inkl. Eingliederungszuschuss im Anschluss an eine Aus- oder Weiterbildung Bewilligung SGB III|Zuschüsse für die Ausbildung und Beschäftigung von Menschen mit Behinderungen bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102711792|99007028017001|Probebeschäftigung für Menschen mit Behinderungen und schwerbehinderte Menschen Bewilligung SGB II|Kostenerstattung für Probebeschäftigung von Menschen mit Behinderungen beim Jobcenter beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102711793|99007028017002|Probebeschäftigung für Menschen mit Behinderungen und schwerbehinderte Menschen Bewilligung SGB III|Kostenerstattung für Probebeschäftigung von Menschen mit Behinderungen bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102713860|99007030017000|Einstiegsgeld Bewilligung|Einstiegsgeld beantragen|20.01.2025 00:48|B100019.OD.104096508|Online-Antrag der Bundesagentur für Arbeit für das Einstiegsgeld|https://web.arbeitsagentur.de/websso-prod/login/?from=router&resource_url=https%3A%2F%2Fweb.arbeitsagentur.de%2Fsgb2esg%2Fsgb2esg-ui%2Fpd&rid=0f001199-0551-4995-b013-07a33908f3b7
B100019.LB.102713862|99007031017000|Leistungen zur Eingliederung von Selbständigen Bewilligung|Leistungen zur Eingliederung von Selbständigen beantragen|20.01.2025 00:48|B100019.OD.104902060|Leistungen zur Eingliederung von Selbständigen (LES) beantragen|https://www.arbeitsagentur.de/arbeitslosengeld-2/leistungen-zur-eingliederung-von-selbstaendigen
B100019.LB.102713877|99007032203000|Arbeitsgelegenheiten Zuweisung|Eine Arbeitsgelegenheit vermittelt bekommen|20.01.2025 00:48|B100019.OD.104102397|Jobcenter online über die Teilnahme an einer Arbeitsgelegenheiten informieren|https://www.arbeitsagentur.de/arbeitslosengeld-2/arbeitsgelegenheit
B100019.LB.102713879|99007033017000|Eingliederung von Langzeitarbeitslosen Bewilligung|Unterstützung zur Beschäftigung von langzeitarbeitslosen Menschen beantragen|20.01.2025 00:48|B100019.OD.104102304|Online-Antrag zur Förderung von Langzeitarbeitslosen im Rahmen des Teilhabechancengesetzes|https://www.arbeitsagentur.de/unternehmen/finanziell/foerderung-von-langzeitarbeitslosen
B100019.LB.102713893|99007034017000|Freie Förderung SGB II Bewilligung|Freie Förderung SGB II beantragen|20.01.2025 00:48|B100019.OD.104081698|Freie Förderung SGB II beantragen: Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/arbeitslosengeld-2/freie-foerderung
B100019.LB.102713895|99007035017000|Förderung schwer zu erreichender junger Menschen Bewilligung|Förderung junger Menschen in schwierigen Lebenslagen|20.01.2025 00:48|||
B100019.LB.102713897|99007036017000|Teilhabe am Arbeitsmarkt Bewilligung|Unterstützung zur Beschäftigung von Menschen beantragen, die seit vielen Jahren nicht gearbeitet haben und Arbeitslosengeld II (""Hartz IV"") bekommen|20.01.2025 00:48|B100019.OD.104102304|Online-Antrag zur Förderung von Langzeitarbeitslosen im Rahmen des Teilhabechancengesetzes|https://www.arbeitsagentur.de/unternehmen/finanziell/foerderung-von-langzeitarbeitslosen
B100019.LB.102713899|99107066017000|Einmalige Leistungen Bewilligung|Einmalige Leistungen beantragen|20.01.2025 00:48|B100019.OD.106964580|eServices-Portal der Bundesagentur für Arbeit: Bürgergeld beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/buergergeld/buergergeld-beantragen
B100019.LB.102716301|99107067017000|Darlehen bei unabweisbarem Bedarf Bewilligung|Darlehen in bestimmten akuten Notsituationen beantragen|20.01.2025 00:48|B100019.OD.106964580|eServices-Portal der Bundesagentur für Arbeit: Bürgergeld beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/buergergeld/buergergeld-beantragen
B100019.LB.102716303|99107068017000|Leistungen für Auszubildende Bewilligung|Darlehen oder Bedarfszuschuss für die Ausbildung beantragen|20.01.2025 00:48|B100019.OD.106964580|eServices-Portal der Bundesagentur für Arbeit: Bürgergeld beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/buergergeld/buergergeld-beantragen
B100019.LB.102716305|99107069017000|Übergangsgeld für Rehabilitanden der Bundesagentur für Arbeit Bewilligung|Übergangsgeld für Menschen mit Behinderungen beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102716333|99007037261000|Anzeige zur Überlassung (§ 1a AÜG) Entgegennahme|Die Überlassung von Beschäftigten melden|20.01.2025 00:48|B100019.OD.105835601|eService der Bundesagentur für Arbeit: Anzeige zur Arbeitnehmerüberlassung|https://www.arbeitsagentur.de/unternehmen/personalfragen/pflichten-arbeitgeber/arbeitnehmerueberlassung/anzeige-der-uberlassung-nach-aug
B100019.LB.102716335|99038013017000|Transfermaßnahmen Bewilligung|Transfermaßnahmen beantragen|20.01.2025 00:48|B100019.OD.104219442|Transfermaßnahmen: Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/unternehmen/finanziell/transfermassnahmen-upload
B100019.LB.102716358|99038014017000|Erstattung Beiträge zur Sozialversicherung für Bezieherinnen und Bezieher von Saison-Kurzarbeitergeld Bewilligung|Erstattung der Beiträge zur Sozialversicherung als ergänzende Leistung zum Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102716358|99038014017000|Erstattung Beiträge zur Sozialversicherung für Bezieherinnen und Bezieher von Saison-Kurzarbeitergeld Bewilligung|Erstattung der Beiträge zur Sozialversicherung als ergänzende Leistung zum Saison-Kurzarbeitergeld beantragen|20.01.2025 00:48|B100019.OD.103739568|KEA - Kurzarbeitergeld-Dokumente elektronisch annehmen|https://www.arbeitsagentur.de/unternehmen/finanziell/kea
B100019.LB.102716360|99007038261000|Anzeige von Entlassungen Entgegennahme|Der Arbeitsagentur Entlassungen melden|20.01.2025 00:48|B100019.OD.104065529|Anzeigepflicht bei Entlassungen (""Massenentlassungsanzeige""): Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/unternehmen/personalfragen/anzeigepflicht-bei-entlassungen
B100019.LB.102716362|99011018001000|Vorabzustimmung zur Ausländerbeschäftigung Erteilung|Vorabzustimmung der Bundesagentur für Arbeit zur Beschäftigung von ausländischen Arbeitskräften in Deutschland einholen|20.01.2025 00:48|B100019.OD.104751636|Vorabzustimmung für ausländische Beschäftigte beantragen - Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/vorabzustimmung-fuer-auslaendische-beschaeftigte
B100019.LB.102716374|99011019008000|Praktika zu Weiterbildungszwecken Bestätigung|Praktikum für ausländische Studierende oder Hochschulabsolventinnen und -absolventen bestätigt bekommen|20.01.2025 00:48|B100019.OD.104579277|Studienfachbezogene Praktika für ausländische Studierende und Absolventinnen oder Absolventen vorab genehmigen lassen - Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/praktika-auslaendische-studierende
B100019.LB.102716379|99011020001000|Erteilung einer Arbeitserlaubnis zur Ausübung einer Saisonbeschäftigung Erteilung|Arbeitserlaubnis für eine Saisonbeschäftigung von Ausländerinnen und Ausländern erhalten|20.01.2025 00:48|||
B100019.LB.102716381|99007039140000|Online-Stellenangebot Veröffentlichung|Stellenangebot online veröffentlichen|20.01.2025 00:48|B100019.OD.104902047|Portal der Bundesagentur für Arbeit - für Arbeitgeber / Unternehmen|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/stellenangebot-online-aufgeben
B100019.LB.102716390|99007039140001|Vorgesehen zum Löschen - Online-Stellenangebot Veröffentlichung SGB II|Stellenangebot online veröffentlichen|20.01.2025 00:48|||
B100019.LB.102716391|99007039140002|Vorgesehen zum Löschen - Online-Stellenangebot Veröffentlichung SGB III|Stellenangebot online veröffentlichen|20.01.2025 00:48|||
B100019.LB.102716393|99007039009000|Online-Stellenangebot Beauftragung|Arbeitgeber-Service online mit Stellenangebot beauftragen|20.01.2025 00:48|B100019.OD.104902047|Portal der Bundesagentur für Arbeit - für Arbeitgeber / Unternehmen|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/stellenangebot-online-aufgeben
B100019.LB.102716394|99007039009001|Vorgesehen zum Löschen - Online-Stellenangebot Beauftragung SGB II|Arbeitgeber-Service online mit Stellenangebot beauftragen|20.01.2025 00:48|B100019.OD.103404561|Jobbörse der Bundesagentur für Arbeit - für Arbeitgeber|https://jobboerse.arbeitsagentur.de/prod/vamJB/startseite.html?kgr=ag
B100019.LB.102717621|99007040261000|Arbeits- und Nebeneinkommensbescheinigungen übermitteln Entgegennahme|Arbeitsbescheinigung oder Bescheinigung zum Nebeneinkommen ausstellen und übermitteln|20.01.2025 00:48|B100019.OD.104334120|Arbeitsbescheinigung und Bescheinigung über Nebeneinkommen übermitteln|https://www.arbeitsagentur.de/bea
B100019.LB.102717623|99007041018000|Kontakt zum Arbeitgeber-Service Beratung|Kontakt aufnehmen zum Arbeitgeber-Service|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102717628|99007041018002|Vorgesehen zum Löschen - Kontakt zum Arbeitgeber-Service Beratung SGB III|Kontakt aufnehmen zum Arbeitgeber-Service|20.01.2025 00:48|||
B100019.LB.102717633|99015021017000|Budget für Ausbildung Bewilligung|Förderung einer betrieblichen Ausbildung für Menschen mit Behinderungen beantragen, die voll erwerbsgemindert sind|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717657|99007042017000|Rehaspezifische berufsvorbereitende Bildungsmaßnahmen Bewilligung|An einer Maßnahme teilnehmen, die junge Menschen mit Behinderungen auf eine Ausbildung vorbereitet.|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717659|99007043017000|Behinderungsbedingt erforderliche Grundausbildung Bewilligung|Grundausbildung für Menschen mit hochgradigen Seh- oder Hörbehinderungen beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717661|99007044017000|Rehaspezifische Ausbildungsmaßnahmen Bewilligung|Förderung für Menschen mit Behinderungen beantragen, die eine Ausbildung absolvieren möchten|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717671|99007045017001|Rehaspezifische Weiterbildungsmaßnahmen Bewilligung SGB II|Beim Jobcenter Förderung für Menschen mit Behinderungen beantragen, die eine Weiterbildung absolvieren möchten|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717672|99007045017002|Rehaspezifische Weiterbildungsmaßnahmen Bewilligung SGB III|Bei der Agentur für Arbeit Förderung für Menschen mit Behinderungen beantragen, die eine Weiterbildung absolvieren möchten|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102717693|99015023017000|Eingangsverfahren und Berufsbildungsbereich in Werkstätten für behinderte Menschen oder bei anderen Leistungsanbietern Bewilligung|Berufliche Bildung für Menschen mit Behinderungen beantragen, die voll erwerbsgemindert sind|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102719910|99015024017000|Sonstige Hilfen, Teilhabebegleitung Bewilligung|Sonstige Hilfen als individuelle Leistungen zur Teilhabe am Arbeitsleben beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102719912|99015025017000|Einzelfallförderungen Bewilligung|Einzelfallförderungen zur Teilhabe am Arbeitsleben beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102730300|99007026261000|Arbeitsuchendmeldung Entgegennahme|Arbeitsuchend melden|20.01.2025 00:48|B100019.OD.107396355|Arbeitsuchend melden|https://www.arbeitsagentur.de/arbeitslos-melden/
B100019.LB.102730306|99038008261000|Veränderungsmitteilung bei Arbeitslosigkeit Entgegennahme|Veränderungen der persönlichen Lage bei Arbeitslosigkeit melden|20.01.2025 00:48|B100019.OD.103404565|Online-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730306|99038008261000|Veränderungsmitteilung bei Arbeitslosigkeit Entgegennahme|Veränderungen der persönlichen Lage bei Arbeitslosigkeit melden|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730311|99007046017001|Förderung von Arbeitshilfen für Menschen mit Behinderungen im Betrieb Bewilligung SGB II|Arbeitshilfen für Menschen mit Behinderungen in Ausbildung und Beruf beim Jobcenter beantragen|20.01.2025 00:48|||
B100019.LB.102730312|99007046017002|Förderung von Arbeitshilfen für Menschen mit Behinderungen im Betrieb Bewilligung SGB III|Arbeitshilfen für Menschen mit Behinderungen in Ausbildung und Beruf bei der Agentur für Arbeit beantragen|20.01.2025 00:48|||
B100019.LB.102730314|99007006017001|Vermittlungsbudget Bewilligung SGB II|Vermittlungsbudget beim Jobcenter beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730315|99007006017002|Vermittlungsbudget Bewilligung SGB III|Vermittlungsbudget bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730318|99007047017001|Eingliederungszuschuss Bewilligung SGB II|Eingliederungszuschuss beim Jobcenter beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730319|99007047017002|Eingliederungszuschuss Bewilligung SGB III|Eingliederungszuschuss bei der Agentur für Arbeit beantragen|20.01.2025 00:48|B100019.OD.103739565|eServices-Portal der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/eservices
B100019.LB.102730320|99038006029000|Arbeitslosmeldung Prüfung|Arbeitslos melden|20.01.2025 00:48|B100019.OD.103963612|Online-Eingabemaske der Bundesagentur für Arbeit zur Arbeitslosmeldung|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/arbeitslosengeld
B100019.LB.102730340|99007009027001|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB II|Förderung für Maßnahmen zur Aktivierung und beruflichen Eingliederung vom Jobcenter bekommen|20.01.2025 00:48|B100019.OD.104452477|Maßnahmen zur Aktivierung und beruflichen Eingliederung: Maßnahme bei einem Träger (MAT) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/massnahme-bei-traeger-beantragen
B100019.LB.102730340|99007009027001|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB II|Förderung für Maßnahmen zur Aktivierung und beruflichen Eingliederung vom Jobcenter bekommen|20.01.2025 00:48|B100019.OD.104452478|Maßnahmen zur Aktivierung und beruflichen Eingliederung: Maßnahme bei einem Arbeitgeber (MAG) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/massnahme-beim-arbeitgeber-beantragen
B100019.LB.102730340|99007009027001|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB II|Förderung für Maßnahmen zur Aktivierung und beruflichen Eingliederung vom Jobcenter bekommen|20.01.2025 00:48|B100019.OD.104452479|Aktivierungs- und Vermittlungsgutschein für eine private Arbeitsvermittlung (AVGS MPAV) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/aktivierungs-vermittlungsgutschein-avgs-private-arbeitsvermittlung
B100019.LB.102730341|99007009027002|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB III|Förderung einer Maßnahme zur Aktivierung und beruflichen Eingliederung von der Agentur für Arbeit bekommen|20.01.2025 00:48|B100019.OD.104452477|Maßnahmen zur Aktivierung und beruflichen Eingliederung: Maßnahme bei einem Träger (MAT) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/massnahme-bei-traeger-beantragen
B100019.LB.102730341|99007009027002|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB III|Förderung einer Maßnahme zur Aktivierung und beruflichen Eingliederung von der Agentur für Arbeit bekommen|20.01.2025 00:48|B100019.OD.104452478|Maßnahmen zur Aktivierung und beruflichen Eingliederung: Maßnahme bei einem Arbeitgeber (MAG) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/massnahme-beim-arbeitgeber-beantragen
B100019.LB.102730341|99007009027002|Maßnahmen zur Aktivierung und beruflichen Eingliederung Förderung SGB III|Förderung einer Maßnahme zur Aktivierung und beruflichen Eingliederung von der Agentur für Arbeit bekommen|20.01.2025 00:48|B100019.OD.104452479|Aktivierungs- und Vermittlungsgutschein für eine private Arbeitsvermittlung (AVGS MPAV) beantragen|https://www.arbeitsagentur.de/arbeitslos-arbeit-finden/aktivierungs-vermittlungsgutschein-avgs-private-arbeitsvermittlung
B100019.LB.102730344|99107070017000|Leistungen bei Arbeitserprobung (Abklärung der beruflichen Eignung) Bewilligung|Kostenübernahme bei Teilnahme an einer Arbeitserprobung oder Abklärung der beruflichen Eignung bekommen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102730347|99011021008000|Anzeige Ausländerbeschäftigung bis 90 Tage im Rahmen von Werklieferverträgen Bestätigung|Der Bundesagentur für Arbeit die Entsendung von ausländischen Arbeitskräften nach Deutschland im Rahmen von Werklieferungsverträgen melden|20.01.2025 00:48|B100019.OD.104107155|Upload-Service der Bundesagentur für Arbeit: Ausländische Arbeitskräfte für Montage oder Demontage melden|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/auslaendische-arbeitskraefte-fuer-montage-und-demontage
B100019.LB.102730349|99011022008000|Vermittlung einer Ferienbeschäftigung von ausländischen Studierenden Bestätigung|Vermittlung eines Ferienjobs für ausländische Studierende bestätigt bekommen|20.01.2025 00:48|B100019.OD.104187836|Ferienbeschäftigung für ausländische Studierende oder Fachschüler/-innen bestätigen lassen: Upload-Service der Bundesagentur für Arbeit|https://www.arbeitsagentur.de/unternehmen/arbeitskraefte/ferienbeschaeftigung
B100019.LB.102730351|99015026017000|Individuelle betriebliche Qualifizierung im Rahmen der Unterstützten Beschäftigung Bewilligung|Unterstützte Beschäftigung: Eine individuelle betriebliche Qualifizierung für Menschen mit Behinderungen beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102730353|99015027017000|Vermittlung und Berufsbegleitung von Rehabilitanden durch Integrationsfachdienste Bewilligung|Eine Unterstützung durch einen Integrationsfachdienst für einen Menschen mit Behinderungen beantragen|20.01.2025 00:48|B100019.OD.105136908|Berufliche Rehabilitation durch die Bundesagentur für Arbeit|https://www.arbeitsagentur.de/menschen-mit-behinderungen/berufliche-rehabilitation
B100019.LB.102730355|99015028017000|Mehrfachanrechnung Bewilligung|Mehrfachanrechnung auf mehr als einen Pflichtarbeitsplatz zur Beschäftigung schwerbehinderter Menschen beantragen|20.01.2025 00:48|||
B100019.LB.102730357|99015029017000|Zulassung der Anrechnung von Arbeitsplätzen mit unter 18 Wochenstunden Bewilligung|Zulassung der Anrechnung von Arbeitsplätzen mit unter 18 Wochenstunden auf einen Pflichtarbeitsplatz beantragen|20.01.2025 00:48|||
B100019.LB.102730390|99102044101000|Steueridentifikationsnummer Mitteilung|Steueridentifikationsnummer erhalten|20.01.2025 00:48|B100019.OD.104081660|Erneute Mitteilung der Steueridentifikationsnummer|https://www.bzst.de/SiteGlobals/Kontaktformulare/DE/Steuerliche_IDNr/Mitteilung_IdNr/mitteilung_IdNr_node.html
B100019.LB.102730392|99102124058000|Meldung der Kapitalerträge nach § 45d Absatz 1 und 2 EStG Durchführung|Freistellungsbeträge übermitteln|20.01.2025 00:48|B100019.OD.103831319|BZStOnline-Portal (BOP)|https://www.elster.de/bportal/start
B100019.LB.102730394|99102125058000|Verständigungs- und Schiedsverfahren nach den DBA Durchführung|Verständigungsverfahren nach dem Doppelbesteuerungsabkommen (DBA) beantragen|20.01.2025 00:48|||
B100019.LB.102735200|99102128058000|Besteuerungsverfahren Import-One-Stop-Shop (IOSS) für die Einfuhr von Waren mit einem Sachwert von bis zu EUR 150 (Import-Regelung) Durchführung|Wahlrecht zur Besteuerung von Waren mit einem Sachwert von bis zu EUR 150 im Import-One-Stop-Shop (IOSS) beantragen|20.01.2025 00:48|||
B100019.LB.102735202|99102129261000|Vergeblichkeitsmeldungen nach § 154 Abs. 2c AO Entgegennahme|Vergeblichkeitsmeldung aufgrund unzureichender Mitwirkung von Vertragspersonen übermitteln|20.01.2025 00:48|||
B100019.LB.102735291|99102130261000|Schaumweinsteuer, Zwischenerzeugnisse, Wein - Anzeige der Beförderung unter Steueraussetzung Entgegennahme|Beförderung von unversteuertem Schaumwein, Zwischenerzeugnissen oder Wein melden|20.01.2025 00:48|||
B100019.LB.102735295|99102132080000|Schaumweinsteuer, Zwischenerzeugnisse - Entlastung Gewährung|Erstattung, Erlass oder Vergütung der Steuer auf Schaumwein und Zwischenerzeugnisse beantragen|20.01.2025 00:48|||
