Name,Description,ID-LB,ARS,Eligibility Requirements,Legal Basis
Erstattung nach Infektionsschutzgesetz bei eigener Kinderbetreuung - Arbeitgeber/innen,"Mit Wirkung vom 28. März 2020 hat der Deutsche Bundestag aufgrund der Ausbreitung des neuartigen Coronavirus SARS-CoV-2 für die Bundesrepublik Deutschland eine epidemische Lage von nationaler Tragweite festgestellt. Deren Fortbestehen wurde zuletzt am 25. August 2021 beschlossen und gilt gemäß § 5 Absatz 1 Satz 3 Infektionsschutzgesetz (IfSG) mit Ablauf des 25. November 2021 als aufgehoben.

Unter Voraussetzung der festgestellten epidemischen Lage von nationaler Tragweite erhält eine erwerbstätige Person eine Entschädigung in Geld, wenn diese ihr Kind aus den in § 56 Absatz 1a Satz 1 Nummer 1 IfSG genannten Gründen selbst betreuen muss und dadurch einen Verdienstausfall erleidet.

Nach Ablauf der epidemischen Lage von nationaler Tragweite erhält eine erwerbstätige Person eine Entschädigung in Geld, wenn diese ihr Kind aus den in § 56 Absatz 1a Satz 1 Nummer 1 IfSG genannten Gründen - soweit diese zur Verhinderung der Verbreitung der Coronavirus-Krankheit-2019 (COVID-19) im Zeitraum bis zum Ablauf des 23. September 2022 erfolgt sind - selbst betreuen musste und dadurch einen Verdienstausfall erlitten hat.

Die Arbeitgeber haben für die Dauer des Entschädigungszeitraums (§ 56 Absatz 2 IfSG) die Entschädigung für die zuständige Behörde (Senatsverwaltung für Finanzen) in Höhe von 67 Prozent des entstandenen Verdienstausfalls (höchstens 2.016 Euro für einen vollen Monat) auszuzahlen. Die berechtigt ausgezahlte Entschädigung wird auf Antrag von der zuständigen Behörde erstattet.

Neben der Verdienstausfallentschädigung trägt das entschädigungspflichtige Land nach § 57 IfSG auch die Beiträge zur Sozialversicherung und Arbeitsförderung bezogen auf 80 Prozent des Verdienstausfalls. Soweit die Zahlung durch die Arbeitgeber erfolgt, werden diese ebenfalls auf Antrag erstattet.

Die Anträge auf Erstattung sind innerhalb einer Frist von zwei Jahren nach dem Ende der jeweiligen Maßnahmen nach § 56 Absatz 1a Satz 1 Nummer 1 IfSG, die zu einer notwendigen Betreuung des Kindes und dadurch zu einem Verdienstausfall geführt haben, bei der Senatsverwaltung für Finanzen zu stellen.",L100108.LB.L100108.329553,110000000000,"Betreuungsbedürftige PersonEin Kind, das das zwölfte Lebensjahr noch nicht vollendet hat oder behindert und auf Hilfe angewiesen istVorrübergehende Schließung von Kinderbetreuungseinrichtungen, Schulen oder Einrichtungen für Menschen mit Behinderungen (ab 30.03.2020)Die vorübergehende Schließung erfolgt von der zuständigen Behörde zur Verhinderung der Verbreitung von Infektionen oder übertragbaren Krankheiten auf Grund des Infektionsschutzgesetzes. Soweit die Schließung durch § 28b Absatz 3 IfSG (in der Fassung vom 28.05.2021) unmittelbar angeordnet ist, bedarf es keiner Anordnung durch eine zuständige Behörde.Betretungsverbot der Kinderbetreuungseinrichtung, Schule oder Einrichtung für Menschen mit Behinderungen (ab 30.03.2020)Das Betretungsverbot erfolgt bezogen auf die jeweilige genannte Einrichtung von der zuständigen Behörde zur Verhinderung der Verbreitung von Infektionen oder übertragbaren Krankheiten auf Grund des Infektionsschutzgesetzes. Soweit das Betretungsverbot durch § 28b Absatz 3 IfSG (in der Fassung vom 28.05.2021) unmittelbar angeordnet ist, bedarf es keiner Anordnung durch eine zuständige Behörde.Quarantäne des KindesFalls kein generelles Betretungsverbot der Kinderbetreuungseinrichtung, Schule oder Einrichtung für Menschen mit Behinderungen besteht, gegenüber dem Kind aber eine Quarantäne angeordnet ist und dieses aus dem Grund der Quarantäne eine der vorgenannten Einrichtungen nicht betreten kann, gilt dies als Betretungsverbot.Anordnung oder Verlängerung von Schul- oder Betriebsferien (ab 16.12.2020)Aus Gründen des Infektionsschutzes werden von der zuständigen Behörde Schul- oder Betriebsferien angeordnet oder verlängert.Aufhebung der Präsenzpflicht (ab 16.12.2020)Aus Gründen des Infektionsschutzes wird von der zuständigen Behörde die Präsenzpflicht in einer Schule aufgehoben.Einschränkung des Kinderbetreuungsangebots (ab 31.03.2021)Aus Gründen des Infektionsschutzes wird von der zuständigen Behörde der Zugang zum Kinderbetreuungsangebot eingeschränkt.Behördliche Empfehlung (ab 31.03.2021)Aus Gründen des Infektionsschutzes wird von einer Behörde empfohlen, vom Besuch einer Einrichtung zur Betreuung von Kindern, einer Schule oder einer Einrichtung für Menschen mit Behinderungen abzusehen.Betreuung durch erwerbstätige PersonDie erwerbstätige Person muss die betreuungsbedürftige Person im Zeitraum einer Maßnahme nach § 56 Absatz 1a Satz 1 Nummer 1 IfSG selbst beaufsichtigen, betreuen oder pflegen, weil keine andere Betreuungsmöglichkeit sichergestellt werden konnte.Keine zumutbare BetreuungsmöglichkeitDie erwerbstätige Person hat darzulegen, dass keine andere zumutbare Betreuungsmöglichkeit sichergestellt werden konnte. Als zumutbare Betreuungsmöglichkeiten gelten:
angebotene Notbetreuungenzum Haushalt der erwerbstätigen Person gehörende Personen (z. B. Ehepartnerin, Ehepartner, Lebenspartnerin, Lebenspartner, Geschwisterkinder ab dem 16. Lebensjahr, Großeltern (soweit dieser nicht einer Risikogruppe zuzurechnen sind) oder andere Verwandte)zumutbare Nutzung von HomeofficeVerdienstausfallAls Verdienstausfall gilt das Netto-Arbeitsentgelt, das der betreuenden Person bei der persönlich maßgebenden regelmäßigen Arbeitszeit zusteht. Der Zeitraum des durch die notwendige Betreuung eines Kindes verursachten Verdienstausfalls umfasst nicht immer den gesamten Zeitraum der jeweiligen infektionsschutzrechtlichen Maßnahme des § 56 Absatz 1a Satz 1 Nummer 1 IfSG. So können z. B. Zeiten, in denen die betreuende Person andere Vergütungs- oder Lohnfortzahlungsansprüche hat, den maßnahmebedingten Verdienstausfallzeitraum reduzieren:
Zeiten einer vorübergehenden VerhinderungKrankheitszeitenZeiten der Erkrankung des KindesAusbildungszeitenUrlaubszeitenMutterschutzzeitenZeiten der möglichen Arbeitsleistung im HomeofficeArbeitszeitguthaben, das zur Wahrnehmung der Betreuung genutzt werden kannZeiten des Anspruchs auf Kurzarbeitergeld",Infektionsschutzgesetz (IfSG) §§ 56 ff.<>https://www.gesetze-im-internet.de/ifsg/__56.html
Wohnberechtigungsschein (WBS) und Unterstützung bei der Wohnungssuche,"Mit einem WBS haben Menschen mit geringem Einkommen die Möglichkeit, öffentlich geförderten Wohnraum anzumieten.",L100002.LB.4d4a79147f341c45fbfb27740d835b1c,050000000000,"Wohnberechtigt sind:Wohnungssuchende und ihre Haushaltsangehörigen, die sich nicht nur vorübergehend in Deutschland aufhalten und ihren Wohnsitz auf längere Dauer in Deutschland begründen können.Wohnungssuchende, die mindestens 18 Jahre alt sind oder aber die Einverständniserklärung ihrer Eltern vorlegen können.Wohnungssuchende und deren Haushaltsangehörige, wenn deren gemeinsames Einkommen die gesetzlich festgelegten Einkommensgrenzen gem. § 13 Abs. 1 WFNG NRW nicht übersteigt.                                                                                                                              Desweiteren muss bei der zukünftigen Wohnung die zulässige Wohnungsgröße gem. § 18 WFNG NRW  i.V.m. WNB 8.2 eingehalten werden.",Gesetz zur Förderung und Nutzung von Wohnraum für das Land Nordrhein-Westfalen (WFNG NRW) in Verbindung mit den Wohnraumnutzungsbestimmungen (WNB)
Zuschüsse für die Ausbildung und Beschäftigung von Menschen mit Behinderungen beim Jobcenter beantragen,"Wenn Sie Menschen mit Behinderungen sowie schwerbehinderte Menschen betrieblich aus- oder weiterbilden, können Sie einen Zuschuss zur Ausbildungsvergütung erhalten. Wenn Sie schwerbehinderte Menschen im Anschluss fest einstellen, können Sie einen Lohnzuschuss erhalten.",B100019.LB.102711788,000000000000,"Voraussetzung für den Zuschuss zur Ausbildungsvergütung ist,  dass eine Aus oder Weiterbildung ohne diese Förderung nicht zu erreichen ist, dass eine Eignung für den angestrebten Ausbildungs beziehungsweise Weiterbildungsberuf vorliegt, dass ein unterzeichneter Aus oder Weiterbildungsvertrag mit dem Betrieb vorliegt, dass Ausbildungsvergütung, Lohn oder Gehalt gezahlt wird, bei Menschen mit Behinderungen die Bundesagentur für Arbeit der zuständige Rehabilitationsträger ist.  Voraussetzung für den Eingliederungszuschuss ist,  dass ein Arbeitsvertrag im Anschluss an eine erfolgreich abgeschlossene betriebliche Aus oder Weiterbildung vorliegt und dass diese Aus- oder Weiterbildung mit einem Ausbildungszuschuss für schwerbehinderte Menschen gefördert wurde.",§ 73 Sozialgesetzbuch Drittes Buch (SGB III)<>https://www.gesetze-im-internet.de/sgb_3/__73.html || § 16 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__16.html
Erhöhungsantrag für Wohngeld stellen,"Wenn Sie bereits Wohngeld erhalten, können Sie unter bestimmten Umständen einen Antrag auf Wohngelderhöhung stellen.",S100003.LB.S1000030001675710,040110000000,"Ihr Gesamteinkommen muss sich um mehr als 10 Prozent verringert haben oder
die Zahl Ihrer Haushaltsmitglieder hat sich erhöht oder
Ihre Miete oder Ihre Belastung bei Wohneigentum (ohne Heizkosten) hat sich um mehr als 10 Prozent erhöht.

Einzelheiten erfragen Sie bitte in Ihrer örtlich zuständigen Wohngeldbehörde.",§ 1 Wohngeldgesetz (WoGG)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fwogg%2F__1.html || Wohngeldverordnung (WoGV)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fwogv%2Finhalts_bersicht.html || Wohngeld-Verwaltungsvorschrift (WoGVwV)<>https%3A%2F%2Fwww.verwaltungsvorschriften-im-internet.de%2Fbsvwvbund_28062017_SWII4.htm || § 25 Absatz 1 Satz 2 Wohngeldgesetz (WoGG)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fwogg%2F__25.html
"Arbeitsgelegenheiten (Ein-Euro-Jobs, Zusatzjobs)","Arbeitsgelegenheiten dienen dazu, dass die Teilnehmer berufliche Erfahrungen sammeln, ihre Kenntnisse erweitern und soziale Kontakte knüpfen. Auch Menschen, die schon längere Zeit erwerbslos sind, erhalten damit eine Chance, wieder in das Arbeitsleben einbezogen zu werden. Die Vermittlung eines Arbeits- oder Ausbildungsplatzes, eine Qualifizierung und andere Eingliederungsmaßnahmen haben jedoch Vorrang.
Seit dem 01.04.2012 gibt es nur noch die Möglichkeit zur Teilnahme an einer Arbeitsgelegenheit mit Aufwandsentschädigung. Die umgangssprachlich auch ""Ein-Euro-Jobs"" oder ""Zusatzjobs"" genannten Arbeitsgelegenheiten begründen kein Arbeitsverhältnis. Es wird kein Arbeitsentgelt gezahlt, sondern eine Mehraufwandsentschädigung. Diese Entschädigung ist nicht auf 1,00 Euro pro Stunde begrenzt, sondern sie soll angemessen sein.
Beträge sind nicht gesetzlich festgelegt, empfohlen wird ein Stundensatz von 1,00 Euro - 2,00 Euro. 
Neben der Aufwandsentschädigung erhalten die Teilnehmer weiterhin Leistungen zur Sicherung des Lebensunterhaltes und sie bleiben über den zuständigen Träger der Grundsicherung kranken-, pflege- und rentenversichert.
Über die wöchentliche Arbeitszeit und die Dauer eines Zusatzjobs entscheidet der zuständige Träger der Grundsicherung – je nach Fähigkeiten und Bedürfnissen der Betroffenen.
Förderfähig sind im öffentlichen Interesse liegende, zusätzliche und wettbewerbsneutrale Arbeiten, zum Beispiel für Gemeinden, Vereine, Kirchen und Wohlfahrtsverbände (""Maßnahmeträger""). Eine Beeinträchtigung der Wirtschaft als Folge der Förderung darf nicht zu befürchten sein (arbeitsmarktpolitische Zweckmäßigkeit).",L100001.LB.10996132,060000000000,"Die Betroffenen beziehen Arbeitslosengeld II.
Es besteht keine andere Möglichkeit einer Beschäftigung oder Qualifizierung.
Auch eine Weiterbildung oder eine Trainingsmaßnahme kann die Aussicht der Betroffenen auf eine reguläre Beschäftigung nicht verbessern.",• § 16d Sozialgesetzbuch Zweites Buch (SGB II) – Arbeitsgelegenheiten<>https://www.gesetze-im-internet.de/sgb_2/__16d.html || • § 11b Sozialgesetzbuch Zweites Buch – Absetzungsbeträge<>https://www.gesetze-im-internet.de/sgb_2/__11b.html || • § 31 ff Sozialgesetzbuch Zweites Buch – Pflichtverletzungen<>https://www.gesetze-im-internet.de/sgb_2/BJNR295500003.html#BJNR295500003BJNG002001308
Pass für Geringverdiener - Karlsruher Pass beantragen,Mit dem Karlsruher Pass sind Ermäßigungen erhältlich zum Beispiel für,L100022.LB.6002451,080000000000,"Sie müssen Ihren Wohnsitz im Stadtkreis Karlsruhe bzw. in der SozialRegion haben.
Außerdem:

Bezug von Leistungen nach SGB II,
Grundsicherung nach SGB XII,
Wohngeld,
Kinderzuschlag oder
Leistungen nach dem AsylbLG oder
geringes Einkommen, das mit geeigneten Unterlagen nachgewiesen wird.",Der Karlsruher Pass ist eine freiwillige Leistung der Stadt Karlsruhe.
Wohnberechtigungsschein beantragen / Bremerhaven,"Ein Wohnberechtigungsschein könnte Ihnen zustehen, wenn Sie ein geringes Einkommen haben oder Sozialleistungen erhalten. Ein Wohnberechtigungsschein ist für den Bezug einer geförderten, mietgünstigen Wohnung erforderlich.",S100003.LB.S1000030000656355,040120000000,"Deutsche Staatsangehörigkeit oderBesitz einer gültigen Aufenthaltsgenehmigung für 1 Jahr
Vorliegen der Volljährigkeit",Wohnraumförderungsgesetz (WoFG)<>https%3A%2F%2Fwww.gesetze-im-internet.de%2Fbundesrecht%2Fwofg%2Fgesamt.pdf
Rentenabfindung für hinterbliebene Ehepartnerinnen oder Ehepartner aus der gesetzlichen Unfallversicherung bei Wiederheirat beantragen,Als hinterbliebene Person erhalten Sie bei einer erneuten Heirat oder Neubegründung einer Lebenspartnerschaft anstelle der Rente eine Abfindung aus der gesetzlichen Unfallversicherung.,B100019.LB.102799525,000000000000,Sie müssen einen Anspruch auf Hinterbliebenenleistung aus der gesetzlichen Unfallversicherung haben. Sie haben wiedergeheiratet oder eine neue Lebenspartnerschaft nach dem Lebenspartnerschaftsgesetz begründet.,§ 80 Sozialgesetzbuch Siebtes Buch (SGB VII)<>https://www.gesetze-im-internet.de/sgb_7/__80.html
Darlehen oder Bedarfszuschuss für die Ausbildung beantragen,"Wenn Sie sich während Ihrer Ausbildung in einer finanziellen Notsituation befinden, können Sie unter bestimmten Voraussetzungen ein Darlehen oder einen Zuschuss vom Jobcenter erhalten.",B100019.LB.102716303,000000000000,"Wenn Sie sich zum Beginn oder während Ihrer Ausbildung in einer finanziellen Notsituation befinden, können Sie Leistungen für Auszubildende beantragen. Dabei gilt: Allgemein  Sie haben als Auszubildender oder Auszubildende keinen Anspruch auf Sozialleistungen wie Bürgergeld und Sie befinden sich in einer finanziellen Notsituation und Sie können für Ihren Lebensunterhalt nicht selbst aufkommen.  In der Regel können von den genannten Leistungen profitieren:    Studierende, die nicht bei ihren Eltern wohnen Auszubildende, die die gesetzliche BAföG-Altersgrenze erreicht haben Auszubildende in einer beruflichen Ausbildung oder einer berufsvorbereitenden Bildungsmaßnahme, die mit Vollverpflegung untergebracht sind  in einem Internat oder in einem Wohnheim.     Auszubildende mit Behinderungen, die einen Anspruch auf Ausbildungsgeld beispielsweise während einer beruflichen Ausbildung, einer berufsvorbereitenden Bildungsmaßnahme oder einer Grundausbildung haben und die untergebracht sind  in einem Internat, in einem Wohnheim oder in einer besonderen Einrichtung für Menschen mit Behinderungen,    wenn die Kosten für die Unterbringung und Verpflegung von der Agentur für Arbeit oder einem anderen Leistungsträger übernommen werden. Darlehen allgemein  Ohne ein Darlehen würde der Start Ihrer Ausbildung oder dessen erfolgreicher Abschluss aus finanziellen Gründen gefährdet.  Härtefalldarlehen  Sie sind nicht in der Lage, durch einen Nebenjob zuzuverdienen, zum Beispiel weil  Sie alleinerziehend sind oder Sie eine Behinderung haben oder Sie einen Angehörigen pflegen oder es Ihr Aufenthaltstitel in Deutschland nicht erlaubt.   Sie können als Härtefall eingestuft werden, wenn außergewöhnliche, schwerwiegende Umstände Ihre Ausbildung gefährden und/oder Sie in eine existenzbedrohende Notsituation geraten.  Härtefallzuschuss  Sie sind mindestens 45 Jahre alt und können daher altersbedingt kein BAföG mehr erhalten und Sie befinden sich in einer schulischen Ausbildung, ohne deren Abschluss Ihre berufliche Eingliederung schwer gefährdet ist, studieren aber nicht. Sie können als Härtefall eingestuft werden, wenn außergewöhnliche, schwerwiegende Umstände Ihre Ausbildung gefährden und/oder Sie in eine existenzbedrohende Notsituation geraten.","§ 27 Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__27.html || § 7 Absatz 5 und 6 Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__7.html || § 21 Absatz 2, 3, 5 und 6 Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__21.html || § 24 Absatz 3 Nummer 2 und Absatz 4 Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__24.html"
Ermäßigtes Nahverkehrsticket beantragen,"Wenn Sie ein geringes Einkommen haben, können Sie gegebenenfalls einen Berechtigungsschein für den Bezug ermäßigter Einzel- oder Zeitfahrscheine für den öffentlichen Nahverkehr beziehen.",L100040.LB.509483559,030000000000,"Sie haben Ihren Hauptwohnsitz in der Stadt oder Gemeinde, für die ein ermäßigtes Nahverkehrsticket bezogen werden soll
Sie beziehen
	
Hilfe zum Lebensunterhalt oder Grundsicherung nach Sozialgesetzbuch XII
Bürgergeld oder Sozialgeld nach Sozialgesetzbuch II
Leistungen nach dem Asylbewerberleistungsgesetz
Leistungen der Kriegsopferfürsorge nach dem Bundesversorgungsgesetz",nicht angegeben
Bestattungskosten beantragen,"Übernahme der  erforderlichen (sozialhilferechtlich angemessenen) Kosten einer Bestattung für Bestattungspflichtige, soweit diesen die Kostenlast nicht zugemutet werden kann.

Zu den erforderlichen Kosten gehören:
die einfachen Kosten einer Untersuchung eines Toten einschließlich der Feststellung des Todes und der Ausstellung des LeichenschauscheinsKosten für die Leistungen der Bestatter (einfache, würdige Erd- oder Feuerbestattung) als PauschaleFriedhofsgebühren in angemessenem UmfangKrematoriumsgebühren und Entgeltedie Gebühren für die Aufbewahrung der Leiche im Leichenschauhaus des Landesinstitutes für gerichtliche und soziale Medizin Berlindie Gebühren für die Leichenschau.Es wird empfohlen, vor Auftragserteilung einer Bestattung Kontakt zum zuständigen Amt für Soziales aufzunehmen und sich beraten zu lassen.",L100108.LB.L100108.324527,110000000000,"Nachlass oder Bestattungsvorsorge des Verstorbenen nicht ausreichendKostenpflicht der bestattungspflichtigen PersonenZum Tragen der Kosten sind nacheinander verpflichtet:
vertraglich Verpflichtete (beispielsweise bei Bestattungsvorsorgevereinbarung)der Erbe, bei einer Erbengemeinschaft jeder Miterbebeim Tode der Mutter eines Kindes infolge der Schwangerschaft oder Entbindung dessen VaterUnterhaltsverpflichtetebestattungspflichtige Personen gemäß § 16 Bestattungsgesetz.Keinen Anspruch auf Kostenübernahme hat, wer ohne rechtliche Verpflichtung die Kosten einer Bestattung trägt.Dazu zählt unter anderem, wer aus einem Gefühl sittlicher Verpflichtung oder auf Wunsch der verstorbenen Person, aber ohne Rechtspflicht, die Bestattung veranlasst (beispielsweise Freunde, Nachbarn, ehemalige Betreuer, Nachlasspfleger).Hilfebedürftigkeit der BestattungspflichtigenBestattungspflichtige können die Kosten der Bestattung nicht aus eigenem Einkommen und Vermögen tragen","Sozialgesetzbuch Zwölftes Buch (SGB XII) § 74<>https://www.gesetze-im-internet.de/sgb_12/__74.html || Asylbewerberleistungsgesetz (AsylbLG) §§ 2, 6<>https://www.gesetze-im-internet.de/asylblg/ || Bestattungsgesetz<>https://gesetze.berlin.de/perma?j=BestattG_BE_Inhaltsverzeichnis || Ausführungsvorschriften über Bestattungskosten nach § 74 SGB XII (AV-Soz-Bestattungskosten)<>https://www.berlin.de/sen/soziales/service/berliner-sozialrecht/kategorie/ausfuehrungsvorschriften/av_bestattungskosten-571919.php"
Wohngeld,"Wenn Sie bereits Wohngeld erhalten, kann Ihnen der bewilligte Betrag unter bestimmten Voraussetzungen gekürzt werden.",L100002.LB.0f439cf4222f80f3520cd6e4f8aa7ff0,050000000000,"Ihr Gesamteinkommen muss sich um mehr als 15 Prozent erhöht haben oder Die Zahl Ihrer Haushaltsmitglieder, die zu berücksichtigen sind, hat sich um mindestens eine Person reduziert oder Ihre Miete oder Ihre Belastung bei Wohneigentum (ohne Heizkosten) hat sich um mehr als 15 Prozent verringert und Die Änderungen sind nicht nur vorübergehend, also dauern länger als 4 Monate an",§ 27 Absatz 2 Wohngeldgesetz (WoGG)<>https://www.gesetze-im-internet.de/wogg/__27.html
Obdachlosigkeit Hilfe bei drohendem Wohnungsverlust ,"Sie erhielten eine Räumungsklage, wurden fristlos gekündigt oder verloren Ihr Heim aus anderen Gründen? Dann können Sie Hilfe für den drohenden Wohnungsverlust beanspruchen.",L100039.LB.13624872,070000000000,Drohende oder bereits erfolgte Wohnungslosigkeit ohne Aussicht auf eine neue Wohnung.,§ 36 Sozialgesetzbuch Zwölftes Buch (SGB XII) – Sonstige Hilfen zur Sicherung der Unterkunft<>https://www.gesetze-im-internet.de/sgb_12/__36.html || § 22 Sozialgesetzbuch Zweites Buch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__22.html
Bildung und Teilhabe,"Kinder und junge Erwachsene aus Familien mit geringem Einkommen haben oft nicht die Möglichkeit, bei Klassenfahrten und Ferienfreizeiten mitzufahren, Sport- und Musikangebote zu nutzen, Nachhilfe zu bekommen oder am gemeinsamen Mittagessen teilzunehmen. Durch das Bildungs- und Teilhabepaket werden auf Antrag Kinder und junge Erwachsene gefördert und unterstützt.Sind Sie Empfänger von Sozialleistungen, ist der Märkische Kreis für Sie zuständig. Entsprechende Formulare finden Sie im Serviceportal des Märkischen Kreises (s unter weiterführende Informationen). Die Antragsannahme, Beratung und die Zusammenstellung der erforderlichen Unterlagen für die Bearbeitung haben die Städte und Gemeinden übernommen. Sie können daher Ihre Anträge gern bei den zuständigen Mitarbeiterinnen und Mitarbeitern in Kierspe abgeben, wir leiten Sie dann an den Märkischen Kreis weiter. Sie können Ihren Antrag auch bequem online stellen.Sind Sie Empfänger von Asylleistungen, ist die Stadt Kierspe für Sie zuständig. Einen entsprechenden Antrag auf eine Leistung nach dem Bildungs- und Teilhabepaket finden Sie unten.",L100002.LB.b58359d6b33adab640257377d27fba98,050000000000,"Antragsberechtigt sind Kinder und Jugendliche bis zur Vollendung des 25. Lebensjahrs, die ihre Bildungs- und Teilhabebedarfe nicht aus eigenem Einkommen und Vermögen bzw. eigenem Einkommen und Vermögen der Familie decken können und die deshalb einen Anspruch auf   Leistungen der Grundsicherung für Arbeitsuchende oder  Sozialhilfe Leistungen nach dem Asylbewerberleistungsgesetz  haben oder deren Familien   Kinderzuschlag oder Wohngeld  beziehen.    Altersobergrenze für Leistungen zum Mitmachen in Kultur, Sport und Freizeit: 18 Jahre.",§ 28 Sozialgesetzbuch II (SGB II)<>https://www.gesetze-im-internet.de/sgb_2/__28.html
Kinderzuschlag bei der Familienkasse beantragen,"Reicht Ihr Einkommen zwar aus, Ihren eigenen Lebensunterhalt zu decken, nicht aber den Ihrer Kinder, dann können Sie zusätzlich zum Kindergeld einen Kinderzuschlag beantragen.",L100009.LB.6000305,140000000000,"die Kinder sind jünger als 25 Jahre, unverheiratet, leben in Ihrem Haushalt
Sie beziehen Kindergeld oder eine vergleichbare Leistung (zum Beispiel Kinderzulage aus der gesetzlichen Unfallversicherung, Kinderzuschuss aus der Rentenversicherung, Leistungen einer zwischen- oder überstaatlichen Einrichtung wie beispielsweise dem Europäisches Parlament)
Ihr Einkommen liegt im Bereich der gesetzlich festgelegten Mindest- und Höchstgrenze: 
  
als Eltern gemeinsam: mindestens EUR 900,00
als alleinerziehende Persion: mindestens EUR 600,00
Der Höchstbetrag ist abhängig vom Alter und Familienstand der Eltern.
Seit dem 01.01.2020 können Sie den Kinderzuschlag auch erhalten, wenn Sie mit Ihrem Erwerbseinkommen, dem Kinderzuschlag und dem Wohngeld nicht mehr als EUR 100,00 monatlich unter dem Bürgergeld-Anspruch bleiben.


Keinen Kinderzuschlag erhalten:

Eltern mit Kindern, die ausschließlich Arbeitslosengeld II, Sozialgeld oder Sozialhilfe beziehen
Personen, denen die Vormundschaft für das Kind übertragen wurde (zum Beispiel Großeltern, bei denen das Kind lebt)",Bundeskindergeldgesetz<>http://www.gesetze-im-internet.de/bkgg_1996/index.html
Sozialhilfe Übernahme von Bestattungskosten,"Wenn Ihnen die finanziellen Mittel fehlen, um die Kosten für die Bestattung einer verstorbenen Person im familiären Umfeld zu tragen, können Sie einen Antrag zur Übernahme der Kosten stellen.",S100002.LB.S1000020010000006964,020000000000,Antragsberechtigt ist nur eine bestattungspflichtige Person.,http://www.gesetze-im-internet.de/sgb_12/__74.html<>http://www.gesetze-im-internet.de/sgb_12/__74.html || http://www.gesetze-im-internet.de/sgb_12/__98.html<>http://www.gesetze-im-internet.de/sgb_12/__98.html
Bürgergeld beantragen,"Wenn Sie nicht genügend Geld zur Verfügung haben, um Ihren notwendigen Lebensunterhalt selbst zu finanzieren, dann können Sie Bürgergeld beantragen.",B100019.LB.106311931,000000000000,"Sie sind erwerbsfähig. Das heißt, dass Sie  mindestens 3 Stunden täglich arbeiten können und mindestens 15 Jahre alt sind und die Altersgrenze der gesetzlichen Rentenversicherung noch nicht erreicht haben. Wenn Sie nach 1963 geboren sind, liegt diese bei 67 Jahren. Sind Sie vor 1964 geboren, können Sie die für Sie geltende Altersgrenze in der Tabelle in § 7a Sozialgesetzbuch II (SGB II) nachschauen.   Sie sind hilfebedürftig. Das heißt, dass Sie Ihren eigenen notwendigen Lebensunterhalt und den Lebensunterhalt der mit Ihnen in einer Bedarfsgemeinschaft lebenden, nicht erwerbsfähigen Angehörigen weder aus eigenen Mitteln (Einkommen und Vermögen) und Kräften (Einsatz der Arbeitskraft) noch mithilfe anderer beziehungsweise vorrangiger Leistungen (zum Beispiel Arbeitslosengeld, Wohngeld, Kinderzuschlag) bestreiten können. Sie haben keine vorrangigen Ansprüche gegenüber anderen Leistungsträgern (zum Beispiel Wohngeld) oder anderen Personen, wie beispielsweise gegen geschiedene Ehepartner oder den Vater oder die Mutter Ihres Kindes. Sie leben in der Bundesrepublik Deutschland.",Zweites Buch Sozialgesetzbuch (SGB II)<>https://www.gesetze-im-internet.de/sgb_2
